episode_idx,total_reward,steps,success,wall_hits,penalty_entries,door_attempts,key_pickup_step,goal_reached_step,termination_reason,epsilon_final,lambda
324,-86.0,100,False,9,0,0,67,,energy_depleted,0.19709615934585653,0.7
325,-160.0,100,False,15,0,0,,,energy_depleted,0.19611067854912725,0.7
326,-144.0,100,False,11,0,0,,,energy_depleted,0.19513012515638162,0.7
327,-98.0,100,False,12,0,0,29,,energy_depleted,0.1941544745305997,0.7
328,-94.0,100,False,11,0,0,89,,energy_depleted,0.1931837021579467,0.7
329,-112.0,100,False,3,0,0,,,energy_depleted,0.19221778364715697,0.7
330,-172.0,100,False,23,3,0,26,,energy_depleted,0.19125669472892118,0.7
331,-150.0,100,False,10,1,0,,,energy_depleted,0.19030041125527658,0.7
332,-114.0,100,False,16,0,0,80,,energy_depleted,0.1893489091990002,0.7
333,-96.0,100,False,9,1,0,89,,energy_depleted,0.1884021646530052,0.7
334,-114.0,100,False,16,0,0,85,,energy_depleted,0.18746015382974016,0.7
335,-82.0,100,False,8,0,0,28,,energy_depleted,0.18652285306059146,0.7
336,-128.0,100,False,7,0,0,,,energy_depleted,0.18559023879528852,0.7
337,-74.0,100,False,1,2,0,89,,energy_depleted,0.18466228760131206,0.7
338,-136.0,100,False,9,0,0,,,energy_depleted,0.1837389761633055,0.7
339,-126.0,100,False,14,2,0,69,,energy_depleted,0.18282028128248898,0.7
340,-108.0,100,False,12,1,0,29,,energy_depleted,0.18190617987607652,0.7
341,-140.0,100,False,15,3,0,35,,energy_depleted,0.18099664897669615,0.7
342,-124.0,100,False,6,0,0,,,energy_depleted,0.18009166573181265,0.7
343,-152.0,100,False,23,1,0,40,,energy_depleted,0.1791912074031536,0.7
344,-70.0,100,False,5,0,0,40,,energy_depleted,0.17829525136613783,0.7
345,-172.0,100,False,23,3,0,26,,energy_depleted,0.17740377510930713,0.7
346,-104.0,100,False,1,0,0,,,energy_depleted,0.1765167562337606,0.7
347,-136.0,100,False,9,0,0,,,energy_depleted,0.1756341724525918,0.7
348,-142.0,100,False,8,1,0,,,energy_depleted,0.17475600159032884,0.7
349,-78.0,100,False,7,0,0,28,,energy_depleted,0.1738822215823772,0.7
